OBS,YEAR,MONTH,U.S._STATE,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,CUSTOMERS.AFFECTED,POPULATION,OUTAGE.START,OUTAGE.RESTORATION,anomaly_bin
1361,2013,8.0,New Mexico,Southwest,-0.3,normal,intentional attack,vandalism,,92.0,,2086890,2013-08-06 16:00:00,2013-08-06 17:32:00,-0.5 to 0
1362,2013,2.0,New Mexico,Southwest,-0.4,normal,intentional attack,vandalism,,390.0,,2086890,2013-02-09 08:30:00,2013-02-09 15:00:00,-0.5 to 0
1363,2013,1.0,New Mexico,Southwest,-0.4,normal,intentional attack,,,161.0,0.0,2086890,2013-01-16 16:45:00,2013-01-16 19:26:00,-0.5 to 0
1364,2013,2.0,New Mexico,Southwest,-0.4,normal,intentional attack,vandalism,,60.0,,2086890,2013-02-02 21:15:00,2013-02-02 22:15:00,-0.5 to 0
1365,2013,11.0,New Mexico,Southwest,-0.3,normal,fuel supply emergency,,,76.0,,2086890,2013-11-12 09:14:00,2013-11-12 10:30:00,-0.5 to 0
1366,2013,6.0,Vermont,Northeast,-0.2,normal,intentional attack,vandalism,,1.0,,627129,2013-06-28 13:00:00,2013-06-28 13:01:00,-0.5 to 0
1367,2012,10.0,Vermont,Northeast,0.3,normal,intentional attack,vandalism,,1.0,0.0,626398,2012-10-15 14:15:00,2012-10-15 14:16:00,0 to 0.5
1368,2012,11.0,Vermont,Northeast,0.1,normal,intentional attack,vandalism,,160.0,0.0,626398,2012-11-02 09:30:00,2012-11-02 12:10:00,0 to 0.5
1369,2012,3.0,Vermont,Northeast,-0.4,normal,intentional attack,vandalism,,20.0,,626398,2012-03-30 11:10:00,2012-03-30 11:30:00,-0.5 to 0
1370,2014,2.0,Vermont,Northeast,-0.5,cold,intentional attack,vandalism,,1.0,,626767,2014-02-12 14:15:00,2014-02-12 14:16:00,-1.0 to -0.5
1371,2011,7.0,Vermont,Northeast,-0.3,normal,intentional attack,vandalism,,1.0,,626687,2011-07-06 09:51:00,2011-07-06 09:52:00,-0.5 to 0
1372,2012,5.0,Vermont,Northeast,-0.3,normal,intentional attack,vandalism,,70.0,0.0,626398,2012-05-07 12:50:00,2012-05-07 14:00:00,-0.5 to 0
1373,2011,6.0,Vermont,Northeast,-0.3,normal,intentional attack,vandalism,,50.0,0.0,626687,2011-06-23 08:10:00,2011-06-23 09:00:00,-0.5 to 0
1374,2012,4.0,Vermont,Northeast,-0.4,normal,intentional attack,vandalism,,15.0,0.0,626398,2012-04-03 11:10:00,2012-04-03 11:25:00,-0.5 to 0
1375,2004,2.0,Georgia,Southeast,0.3,normal,severe weather,winter storm,,810.0,47165.0,8769252,2004-02-26 00:00:00,2004-02-26 13:30:00,0 to 0.5
1376,2005,1.0,Georgia,Southeast,0.7,warm,severe weather,winter storm,,1380.0,82000.0,8925922,2005-01-29 16:00:00,2005-01-30 15:00:00,0.5 to 1.0
1377,2004,1.0,Georgia,Southeast,0.3,normal,severe weather,winter storm,,1800.0,30689.0,8769252,2004-01-26 14:00:00,2004-01-27 20:00:00,0 to 0.5
1378,2004,9.0,Georgia,Southeast,0.7,warm,severe weather,hurricanes,Frances,1560.0,150000.0,8769252,2004-09-07 10:00:00,2004-09-08 12:00:00,0.5 to 1.0
1379,2011,5.0,Georgia,Southeast,-0.4,normal,severe weather,,,2054.0,218783.0,9812280,2011-05-26 18:30:00,2011-05-28 04:44:00,-0.5 to 0
1380,2011,6.0,Georgia,Southeast,-0.3,normal,severe weather,thunderstorm,,1452.0,93828.0,9812280,2011-06-18 15:30:00,2011-06-19 15:42:00,-0.5 to 0
1381,2005,12.0,Georgia,Southeast,-0.7,cold,severe weather,winter storm,,1865.0,52659.0,8925922,2005-12-15 05:05:00,2005-12-16 12:10:00,-1.0 to -0.5
1382,2015,2.0,Georgia,Southeast,0.5,warm,severe weather,winter,,1999.0,186035.0,10214860,2015-02-16 21:41:00,2015-02-18 07:00:00,0 to 0.5
1383,2006,11.0,Georgia,Southeast,0.9,warm,severe weather,,,120.0,109000.0,9155813,2006-11-15 15:00:00,2006-11-15 17:00:00,0.5 to 1.0
1384,2008,5.0,Georgia,Southeast,-0.7,cold,severe weather,thunderstorm,,1950.0,80539.0,9504843,2008-05-11 06:00:00,2008-05-12 14:30:00,-1.0 to -0.5
1385,2004,11.0,Georgia,Southeast,0.6,warm,severe weather,thunderstorm,,360.0,83450.0,8769252,2004-11-24 10:00:00,2004-11-24 16:00:00,0.5 to 1.0
1386,2014,2.0,Georgia,Southeast,-0.5,cold,severe weather,heavy wind,,1087.0,66445.0,10097132,2014-02-21 02:53:00,2014-02-21 21:00:00,-1.0 to -0.5
1387,2009,6.0,Georgia,Southeast,0.4,normal,severe weather,thunderstorm,,1200.0,102000.0,9620846,2009-06-12 22:00:00,2009-06-13 18:00:00,0 to 0.5
1388,2014,2.0,Georgia,Southeast,-0.5,cold,severe weather,snow/ice ,,4122.0,373835.0,10097132,2014-02-12 07:48:00,2014-02-15 04:30:00,-1.0 to -0.5
1389,2004,9.0,Georgia,Southeast,0.7,warm,severe weather,hurricanes,Jeanne,360.0,85455.0,8769252,2004-09-27 08:00:00,2004-09-27 14:00:00,0.5 to 1.0
1390,2011,6.0,Georgia,Southeast,-0.3,normal,severe weather,thunderstorm,,645.0,169000.0,9812280,2011-06-15 19:15:00,2011-06-16 06:00:00,-0.5 to 0
1391,2012,4.0,Georgia,Southeast,-0.4,normal,intentional attack,vandalism,,108.0,,9917639,2012-04-15 19:38:00,2012-04-15 21:26:00,-0.5 to 0
1392,2011,5.0,Connecticut,Northeast,-0.4,normal,intentional attack,vandalism,,,0.0,3589759,2011-05-02 14:00:00,2011-05-02 14:00:00,-0.5 to 0
1393,2013,11.0,Connecticut,Northeast,-0.3,normal,intentional attack,vandalism,,1.0,,3597168,2013-11-04 09:04:00,2013-11-04 09:05:00,-0.5 to 0
1394,2011,8.0,Connecticut,Northeast,-0.6,cold,severe weather,,,1440.0,158000.0,3589759,2011-08-28 07:40:00,2011-08-29 07:40:00,-1.0 to -0.5
1395,2009,6.0,Connecticut,Northeast,0.4,normal,severe weather,thunderstorm,,4560.0,50752.0,3561807,2009-06-26 17:00:00,2009-06-29 21:00:00,0 to 0.5
1396,2013,4.0,Connecticut,Northeast,-0.2,normal,intentional attack,vandalism,,1.0,,3597168,2013-04-01 08:40:00,2013-04-01 08:41:00,-0.5 to 0
1397,2011,7.0,Connecticut,Northeast,-0.3,normal,intentional attack,vandalism,,1.0,0.0,3589759,2011-07-01 08:00:00,2011-07-01 08:01:00,-0.5 to 0
1398,2008,5.0,Connecticut,Northeast,-0.7,cold,severe weather,thunderstorm,,110.0,56400.0,3545579,2008-05-27 14:02:00,2008-05-27 15:52:00,-1.0 to -0.5
1399,2013,1.0,Connecticut,Northeast,-0.4,normal,severe weather,wind storm,,210.0,75000.0,3597168,2013-01-31 06:30:00,2013-01-31 10:00:00,-0.5 to 0
1400,2013,3.0,Connecticut,Northeast,-0.3,normal,intentional attack,vandalism,,120.0,,3597168,2013-03-23 07:00:00,2013-03-23 09:00:00,-0.5 to 0
1401,2011,9.0,Connecticut,Northeast,-0.8,cold,intentional attack,vandalism,,,0.0,3589759,2011-09-23 09:04:00,2011-09-23 09:04:00,-1.0 to -0.5
1402,2007,5.0,Connecticut,Northeast,-0.2,normal,severe weather,storm,,4260.0,67000.0,3527270,2007-05-16 18:00:00,2007-05-19 17:00:00,-0.5 to 0
1403,2010,7.0,Connecticut,Northeast,-0.9,cold,severe weather,thunderstorm,,76.0,50100.0,3579717,2010-07-21 18:44:00,2010-07-21 20:00:00,-1.0 to -0.5
1404,2011,9.0,Connecticut,Northeast,-0.8,cold,intentional attack,vandalism,,210.0,,3589759,2011-09-28 09:30:00,2011-09-28 13:00:00,-1.0 to -0.5
1405,2010,3.0,Connecticut,Northeast,0.9,warm,severe weather,wind/rain,,3305.0,50246.0,3579717,2010-03-13 12:00:00,2010-03-15 20:05:00,0.5 to 1.0
1406,2002,11.0,Connecticut,Northeast,1.2,warm,severe weather,winter storm,,5880.0,224912.0,3458749,2002-11-17 06:00:00,2002-11-21 08:00:00,>1.0
1407,2006,7.0,Connecticut,Northeast,0.1,normal,severe weather,thunderstorm,,145.0,0.0,3517460,2006-07-18 20:07:00,2006-07-18 22:32:00,0 to 0.5
1408,2012,1.0,Connecticut,Northeast,-0.7,cold,intentional attack,vandalism,,60.0,,3593541,2012-01-09 14:30:00,2012-01-09 15:30:00,-1.0 to -0.5
1409,2008,10.0,Connecticut,Northeast,-0.4,normal,severe weather,storm,,2640.0,52000.0,3545579,2008-10-25 23:00:00,2008-10-27 19:00:00,-0.5 to 0
1410,2015,12.0,Oklahoma,South,2.3,warm,severe weather,,,1042.0,54476.0,3911338,2015-12-27 23:38:00,2015-12-28 17:00:00,>1.0
1411,2012,1.0,Oklahoma,South,-0.7,cold,intentional attack,vandalism,,110.0,0.0,3817679,2012-01-05 10:35:00,2012-01-05 12:25:00,-1.0 to -0.5
1412,2002,1.0,Oklahoma,South,-0.2,normal,severe weather,winter storm,,11880.0,1881134.0,3489080,2002-01-30 06:00:00,2002-02-07 12:00:00,-0.5 to 0
1413,2012,5.0,Oklahoma,South,-0.3,normal,severe weather,thunderstorm,,2245.0,112000.0,3817679,2012-05-29 20:35:00,2012-05-31 10:00:00,-0.5 to 0
1414,2011,8.0,Oklahoma,South,-0.6,cold,islanding,,,984.0,14500.0,3786626,2011-08-08 19:36:00,2011-08-09 12:00:00,-1.0 to -0.5
1415,2010,1.0,Oklahoma,South,1.3,warm,severe weather,winter storm,,7200.0,68705.0,3759596,2010-01-28 12:00:00,2010-02-02 12:00:00,>1.0
1416,2011,8.0,Oklahoma,South,-0.6,cold,public appeal,,,1381.0,,3786626,2011-08-02 10:15:00,2011-08-03 09:16:00,-1.0 to -0.5
1417,2010,2.0,Oklahoma,South,1.2,warm,severe weather,winter storm,,148.0,,3759596,2010-02-01 14:32:00,2010-02-01 17:00:00,>1.0
1418,2007,12.0,Oklahoma,South,-1.3,cold,severe weather,winter storm,,13972.0,256663.0,3634349,2007-12-10 03:08:00,2007-12-19 20:00:00,<-1.0
1419,2015,12.0,Oklahoma,South,2.3,warm,severe weather,,,,50500.0,3911338,2015-12-27 17:00:00,,>1.0
1420,2016,7.0,Oklahoma,South,-0.3,normal,severe weather,,,796.0,96966.0,3921207,2016-07-14 14:44:00,2016-07-15 04:00:00,-0.5 to 0
1421,2006,8.0,Oklahoma,South,0.3,normal,public appeal,,,300.0,,3594090,2006-08-07 13:00:00,2006-08-07 18:00:00,0 to 0.5
1422,2015,11.0,Oklahoma,South,2.2,warm,severe weather,,,,35000.0,3911338,2015-11-28 06:00:00,,>1.0
1423,2011,8.0,Oklahoma,South,-0.6,cold,severe weather,,,2612.0,54000.0,3786626,2011-08-08 20:58:00,2011-08-10 16:30:00,-1.0 to -0.5
1424,2013,5.0,Oklahoma,South,-0.2,normal,severe weather,tornadoes,,3000.0,41306.0,3853405,2013-05-20 15:00:00,2013-05-22 17:00:00,-0.5 to 0
1425,2011,8.0,Oklahoma,South,-0.6,cold,public appeal,,,431.0,,3786626,2011-08-03 16:29:00,2011-08-03 23:40:00,-1.0 to -0.5
1426,2013,5.0,Oklahoma,South,-0.2,normal,severe weather,tornadoes,,5310.0,127000.0,3853405,2013-05-31 18:00:00,2013-06-04 10:30:00,-0.5 to 0
1427,2013,7.0,Oklahoma,South,-0.3,normal,severe weather,thunderstorm,,1732.0,92748.0,3853405,2013-07-23 23:38:00,2013-07-25 04:30:00,-0.5 to 0
1428,2011,7.0,Oklahoma,South,-0.3,normal,intentional attack,vandalism,,,0.0,3786626,2011-07-26 12:01:00,2011-07-26 12:01:00,-0.5 to 0
1429,2004,6.0,Oklahoma,South,0.3,normal,severe weather,thunderstorm,,6685.0,56874.0,3525233,2004-06-02 02:35:00,2004-06-06 18:00:00,0 to 0.5
1430,2015,11.0,Oklahoma,South,2.2,warm,severe weather,,,3300.0,55609.0,3911338,2015-11-28 06:00:00,2015-11-30 13:00:00,>1.0
1431,2015,12.0,Oklahoma,South,2.3,warm,severe weather,public appeal,,280.0,1500.0,3911338,2015-12-31 17:00:00,2015-12-31 21:40:00,>1.0
1432,2012,1.0,Oklahoma,South,-0.7,cold,intentional attack,vandalism,,117.0,,3817679,2012-01-05 10:28:00,2012-01-05 12:25:00,-1.0 to -0.5
1433,2011,5.0,Oklahoma,South,-0.4,normal,severe weather,,,2895.0,54000.0,3786626,2011-05-24 16:45:00,2011-05-26 17:00:00,-0.5 to 0
1434,2011,1.0,Massachusetts,Northeast,-1.3,cold,severe weather,winter storm,,480.0,80000.0,6611797,2011-01-12 06:00:00,2011-01-12 14:00:00,<-1.0
1435,2012,6.0,Massachusetts,Northeast,-0.1,normal,system operability disruption,,,31.0,29250.0,6657780,2012-06-23 18:57:00,2012-06-23 19:28:00,-0.5 to 0
1436,2011,8.0,Massachusetts,Northeast,-0.6,cold,severe weather,,,1.0,50000.0,6611797,2011-08-28 12:10:00,2011-08-28 12:11:00,-1.0 to -0.5
1437,2011,1.0,Massachusetts,Northeast,-1.3,cold,intentional attack,vandalism,,,0.0,6611797,2011-01-18 14:00:00,2011-01-18 14:00:00,<-1.0
1438,2012,4.0,Massachusetts,Northeast,-0.4,normal,intentional attack,vandalism,,,0.0,6657780,2012-04-11 09:00:00,2012-04-11 09:00:00,-0.5 to 0
1439,2001,3.0,Massachusetts,Northeast,-0.4,normal,system operability disruption,,,103.0,130000.0,6397634,2001-03-06 09:17:00,2001-03-06 11:00:00,-0.5 to 0
1440,2013,2.0,Massachusetts,Northeast,-0.4,normal,severe weather,winter storm,,4745.0,50000.0,6708810,2013-02-08 20:55:00,2013-02-12 04:00:00,-0.5 to 0
1441,2012,4.0,Massachusetts,Northeast,-0.4,normal,intentional attack,vandalism,,307.0,,6657780,2012-04-21 15:02:00,2012-04-21 20:09:00,-0.5 to 0
1442,2012,10.0,Massachusetts,Northeast,0.3,normal,severe weather,hurricanes,Sandy,1656.0,50000.0,6657780,2012-10-29 14:40:00,2012-10-30 18:16:00,0 to 0.5
1443,2012,10.0,Massachusetts,Northeast,0.3,normal,severe weather,hurricanes,Sandy,3525.0,50000.0,6657780,2012-10-29 14:45:00,2012-11-01 01:30:00,0 to 0.5
1444,2004,8.0,Massachusetts,Northeast,0.6,warm,severe weather,thunderstorm,,374.0,380000.0,6412281,2004-08-20 15:31:00,2004-08-20 21:45:00,0.5 to 1.0
1445,2016,3.0,Massachusetts,Northeast,1.6,warm,intentional attack,sabotage,,1068.0,50500.0,6823721,2016-03-30 21:12:00,2016-03-31 15:00:00,>1.0
1446,2012,5.0,Massachusetts,Northeast,-0.3,normal,intentional attack,vandalism,,1569.0,,6657780,2012-05-24 15:20:00,2012-05-25 17:29:00,-0.5 to 0
1447,2013,3.0,Massachusetts,Northeast,-0.3,normal,intentional attack,vandalism,,114.0,,6708810,2013-03-27 10:25:00,2013-03-27 12:19:00,-0.5 to 0
1448,2003,12.0,Massachusetts,Northeast,0.3,normal,severe weather,wildfire,,115.0,300000.0,6422565,2003-12-01 18:16:00,2003-12-01 20:11:00,0 to 0.5
1449,2013,7.0,Massachusetts,Northeast,-0.3,normal,intentional attack,vandalism,,15.0,0.0,6708810,2013-07-10 14:30:00,2013-07-10 14:45:00,-0.5 to 0
1450,2013,2.0,Massachusetts,Northeast,-0.4,normal,fuel supply emergency,Petroleum,,2891.0,1.0,6708810,2013-02-13 17:39:00,2013-02-15 17:50:00,-0.5 to 0
1451,2012,11.0,Massachusetts,Northeast,0.1,normal,intentional attack,vandalism,,1.0,0.0,6657780,2012-11-15 05:38:00,2012-11-15 05:39:00,0 to 0.5
1452,2007,12.0,Maine,Northeast,-1.3,cold,fuel supply emergency,,,1676.0,0.0,1327040,2007-12-01 18:04:00,2007-12-02 22:00:00,<-1.0
1453,2011,7.0,Maine,Northeast,-0.3,normal,intentional attack,vandalism,,,0.0,1328257,2011-07-11 13:30:00,2011-07-11 13:30:00,-0.5 to 0
1454,2011,8.0,Maine,Northeast,-0.6,cold,intentional attack,vandalism,,,0.0,1328257,2011-08-25 00:01:00,2011-08-25 00:01:00,-1.0 to -0.5
1455,2007,4.0,Maine,Northeast,-0.1,normal,severe weather,thunderstorm,,3604.0,127545.0,1327040,2007-04-16 10:14:00,2007-04-18 22:18:00,-0.5 to 0
1456,2011,7.0,Maine,Northeast,-0.3,normal,intentional attack,vandalism,,195.0,,1328257,2011-07-19 11:45:00,2011-07-19 15:00:00,-0.5 to 0
1457,2015,12.0,Maine,Northeast,2.3,warm,intentional attack,sabotage,,1.0,0.0,1329328,2015-12-29 08:30:00,2015-12-29 08:31:00,>1.0
1458,2011,7.0,Maine,Northeast,-0.3,normal,intentional attack,vandalism,,,0.0,1328257,2011-07-12 12:00:00,2011-07-12 12:00:00,-0.5 to 0
1459,2009,2.0,Maine,Northeast,-0.6,cold,severe weather,winter storm,,2108.0,131000.0,1329590,2009-02-23 02:38:00,2009-02-24 13:46:00,-1.0 to -0.5
1460,2006,1.0,Maine,Northeast,-0.7,cold,severe weather,storm,,198.0,63000.0,1323619,2006-01-18 15:16:00,2006-01-18 18:34:00,-1.0 to -0.5
1461,2008,12.0,Maine,Northeast,-0.7,cold,severe weather,winter storm,,3667.0,169757.0,1330509,2008-12-12 08:45:00,2008-12-14 21:52:00,-1.0 to -0.5
1462,2008,2.0,Maine,Northeast,-1.3,cold,severe weather,winter storm,,1037.0,50462.0,1330509,2008-02-13 18:43:00,2008-02-14 12:00:00,<-1.0
1463,2010,11.0,Maine,Northeast,-1.4,cold,severe weather,winter storm,,673.0,60863.0,1327695,2010-11-08 06:47:00,2010-11-08 18:00:00,<-1.0
1464,2000,3.0,Maine,Northeast,-1.1,cold,intentional attack,vandalism,,,,1277072,2000-03-14 21:06:00,,<-1.0
1465,2013,12.0,Maine,Northeast,-0.3,normal,severe weather,snow/ice ,,2652.0,52500.0,1328778,2013-12-23 15:20:00,2013-12-25 11:32:00,-0.5 to 0
1466,2013,5.0,Maine,Northeast,-0.2,normal,intentional attack,vandalism,,300.0,0.0,1328778,2013-05-28 13:00:00,2013-05-28 18:00:00,-0.5 to 0
1467,2009,7.0,Maine,Northeast,0.5,warm,islanding,,,881.0,0.0,1329590,2009-07-02 22:44:00,2009-07-03 13:25:00,0 to 0.5
1468,2008,7.0,Maine,Northeast,-0.4,normal,severe weather,thunderstorm; islanding,,618.0,110000.0,1330509,2008-07-24 07:23:00,2008-07-24 17:41:00,-0.5 to 0
1469,2012,10.0,Maine,Northeast,0.3,normal,severe weather,hurricanes,Sandy,1187.0,50000.0,1328888,2012-10-29 19:15:00,2012-10-30 15:02:00,0 to 0.5
1470,2007,4.0,Maine,Northeast,-0.1,normal,severe weather,winter storm,,950.0,117142.0,1327040,2007-04-05 21:20:00,2007-04-06 13:10:00,-0.5 to 0
1471,2012,10.0,New Hampshire,Northeast,0.3,normal,severe weather,hurricanes,Sandy,2535.0,50000.0,1321393,2012-10-29 16:45:00,2012-10-31 11:00:00,0 to 0.5
1472,2012,11.0,New Hampshire,Northeast,0.1,normal,intentional attack,vandalism,,27.0,0.0,1321393,2012-11-07 14:21:00,2012-11-07 14:48:00,0 to 0.5
1473,2012,2.0,New Hampshire,Northeast,-0.5,cold,intentional attack,vandalism,,108.0,0.0,1321393,2012-02-23 23:12:00,2012-02-24 01:00:00,-1.0 to -0.5
1474,2011,7.0,New Hampshire,Northeast,-0.3,normal,intentional attack,vandalism,,73.0,0.0,1318344,2011-07-24 14:34:00,2011-07-24 15:47:00,-0.5 to 0
1475,2011,3.0,New Hampshire,Northeast,-0.7,cold,intentional attack,vandalism,,200.0,,1318344,2011-03-17 07:40:00,2011-03-17 11:00:00,-1.0 to -0.5
1476,2012,10.0,New Hampshire,Northeast,0.3,normal,intentional attack,vandalism,,5.0,0.0,1321393,2012-10-30 13:20:00,2012-10-30 13:25:00,0 to 0.5
1477,2011,5.0,New Hampshire,Northeast,-0.4,normal,intentional attack,vandalism,,75.0,0.0,1318344,2011-05-10 13:45:00,2011-05-10 15:00:00,-0.5 to 0
1478,2011,5.0,New Hampshire,Northeast,-0.4,normal,intentional attack,vandalism,,,0.0,1318344,2011-05-05 09:15:00,2011-05-05 09:15:00,-0.5 to 0
1479,2013,5.0,New Hampshire,Northeast,-0.2,normal,intentional attack,vandalism,,77.0,,1322660,2013-05-14 10:25:00,2013-05-14 11:42:00,-0.5 to 0
1480,2007,4.0,New Hampshire,Northeast,-0.1,normal,severe weather,thunderstorm,,660.0,102568.0,1312540,2007-04-16 08:00:00,2007-04-16 19:00:00,-0.5 to 0
1481,2011,5.0,New Hampshire,Northeast,-0.4,normal,intentional attack,vandalism,,,0.0,1318344,2011-05-09 13:11:00,2011-05-09 13:11:00,-0.5 to 0
1482,2011,3.0,New Hampshire,Northeast,-0.7,cold,intentional attack,vandalism,,92.0,,1318344,2011-03-21 00:57:00,2011-03-21 02:29:00,-1.0 to -0.5
1483,2011,11.0,New Hampshire,Northeast,-1.0,cold,intentional attack,vandalism,,30.0,0.0,1318344,2011-11-13 11:30:00,2011-11-13 12:00:00,<-1.0
1484,2012,11.0,New Hampshire,Northeast,0.1,normal,intentional attack,vandalism,,33.0,0.0,1321393,2012-11-27 13:07:00,2012-11-27 13:40:00,0 to 0.5
1485,2011,1.0,Nevada,West,-1.3,cold,intentional attack,vandalism,,1895.0,0.0,2718819,2011-01-26 09:25:00,2011-01-27 17:00:00,<-1.0
1486,2013,6.0,Nevada,West,-0.2,normal,intentional attack,vandalism,,274.0,1100.0,2790366,2013-06-21 07:40:00,2013-06-21 12:14:00,-0.5 to 0
1487,2015,12.0,Nevada,West,2.3,warm,intentional attack,sabotage,,1.0,0.0,2890845,2015-12-08 14:00:00,2015-12-08 14:01:00,>1.0
1488,2011,5.0,Nevada,West,-0.4,normal,intentional attack,vandalism,,1534.0,,2718819,2011-05-21 17:00:00,2011-05-22 18:34:00,-0.5 to 0
1489,2012,10.0,Nevada,West,0.3,normal,intentional attack,,,1.0,,2754874,2012-10-29 15:00:00,2012-10-29 15:01:00,0 to 0.5
1490,2016,3.0,Nevada,West,1.6,warm,intentional attack,sabotage,,60.0,110000.0,2939254,2016-03-27 12:00:00,2016-03-27 13:00:00,>1.0
1491,2012,1.0,Nevada,West,-0.7,cold,intentional attack,vandalism,,108.0,0.0,2754874,2012-01-11 07:19:00,2012-01-11 09:07:00,-1.0 to -0.5
1492,2013,5.0,Colorado,Southwest,-0.2,normal,islanding,,,2.0,35230.0,5271132,2013-05-01 09:22:00,2013-05-01 09:24:00,-0.5 to 0
1493,2013,4.0,Colorado,Southwest,-0.2,normal,intentional attack,sabotage,,175.0,0.0,5271132,2013-04-03 11:05:00,2013-04-03 14:00:00,-0.5 to 0
1494,2005,6.0,Colorado,Southwest,0.2,normal,fuel supply emergency,Coal,,,0.0,4631888,2005-06-28 11:30:00,,0 to 0.5
1495,2011,10.0,Colorado,Southwest,-0.9,cold,severe weather,,,2040.0,204000.0,5119480,2011-10-26 05:00:00,2011-10-27 15:00:00,-1.0 to -0.5
1496,2009,7.0,Colorado,Southwest,0.5,warm,severe weather,thunderstorm,,2710.0,86058.0,4972195,2009-07-20 21:50:00,2009-07-22 19:00:00,0 to 0.5
1497,2011,7.0,Colorado,Southwest,-0.3,normal,system operability disruption,,,284.0,,5119480,2011-07-13 17:19:00,2011-07-13 22:03:00,-0.5 to 0
1498,2015,2.0,Colorado,Southwest,0.5,warm,intentional attack,sabotage,,105.0,,5456574,2015-02-09 11:30:00,2015-02-09 13:15:00,0 to 0.5
1499,2016,3.0,Colorado,Southwest,1.6,warm,severe weather,,,4019.0,0.0,5530105,2016-03-23 05:00:00,2016-03-25 23:59:00,>1.0
1500,2012,10.0,Colorado,Southwest,0.3,normal,intentional attack,vandalism,,1.0,,5191731,2012-10-30 15:00:00,2012-10-30 15:01:00,0 to 0.5
1501,2010,6.0,Colorado,Southwest,-0.4,normal,system operability disruption,,,391.0,31000.0,5048254,2010-06-07 18:29:00,2010-06-08 01:00:00,-0.5 to 0
1502,2006,2.0,Colorado,Southwest,-0.6,cold,system operability disruption,,,439.0,,4720423,2006-02-18 08:50:00,2006-02-18 16:09:00,-1.0 to -0.5
1503,2012,6.0,Colorado,Southwest,-0.1,normal,system operability disruption,,,5.0,30379.0,5191731,2012-06-08 17:20:00,2012-06-08 17:25:00,-0.5 to 0
1504,2012,10.0,Colorado,Southwest,0.3,normal,intentional attack,vandalism,,201.0,0.0,5191731,2012-10-25 14:39:00,2012-10-25 18:00:00,0 to 0.5
1505,2006,10.0,Colorado,Southwest,0.7,warm,severe weather,winter storm,,2140.0,65000.0,4720423,2006-10-26 05:30:00,2006-10-27 17:10:00,0.5 to 1.0
1506,2012,2.0,Colorado,Southwest,-0.5,cold,intentional attack,vandalism,,103.0,0.0,5191731,2012-02-11 08:47:00,2012-02-11 10:30:00,-1.0 to -0.5
1507,2002,,Kansas,South,,,severe weather,winter storm,,,270000.0,2713535,,,
1508,2015,3.0,Kansas,South,0.6,warm,intentional attack,vandalism,,187.0,,2911641,2015-03-19 18:30:00,2015-03-19 21:37:00,0.5 to 1.0
1509,2015,12.0,Kansas,South,2.3,warm,intentional attack,vandalism,,1406.0,0.0,2911641,2015-12-02 13:03:00,2015-12-03 12:29:00,>1.0
1510,2015,4.0,Kansas,South,0.7,warm,severe weather,thunderstorm,,348.0,70000.0,2911641,2015-04-03 02:00:00,2015-04-03 07:48:00,0.5 to 1.0
1511,2007,12.0,Kansas,South,-1.3,cold,severe weather,winter storm,,13650.0,95000.0,2783785,2007-12-11 04:00:00,2007-12-20 15:30:00,<-1.0
1512,2015,12.0,Kansas,South,2.3,warm,intentional attack,vandalism,,90.0,0.0,2911641,2015-12-05 21:00:00,2015-12-05 22:30:00,>1.0
1513,2011,6.0,Kansas,South,-0.3,normal,public appeal,,,913.0,,2869917,2011-06-26 16:46:00,2011-06-27 07:59:00,-0.5 to 0
1514,2015,6.0,Kansas,South,1.0,warm,severe weather,,,,110000.0,2911641,2015-06-26 02:00:00,,0.5 to 1.0
1515,2005,1.0,Kansas,South,0.7,warm,severe weather,winter storm,,14040.0,211000.0,2745299,2005-01-04 18:00:00,2005-01-14 12:00:00,0.5 to 1.0
1516,2008,12.0,Hawaii,,-0.7,cold,severe weather,thunderstorm,,1367.0,294000.0,1332213,2008-12-26 18:13:00,2008-12-27 17:00:00,-1.0 to -0.5
